국제표준연속 간행물번호(전자식),국제표준연속 간행물번호(종이식),학술지명(국문),학술지명(외국어),등재 구분,학술지 연구분야,창간년도,발행간기,사용언어,발행기관명(국문),발행기관명(영문),부설연구소 소속 대학,기관 구분
,12295477,대한스포츠융합학회지,Journal of Converging Sport and Exercise Sciences,등재후보,예술체육학 > 체육 > 기타체육,1997,연2회,한국어,대한체육학회,Korean Society of Sport and Exercise Sciences,,학회
,17381606,한국응급구조학회지,The Korean Journal of Emergency Medical Services,등재,의약학 > 응급의학 > 구급의학 > 전문인명구조학,1997,연3회,"한국어,영어",사단법인 한국응급구조학회,The Korean Society of Emergency Medical Services,,학회
,22884289,발달장애연구,The Journal of the Korean Association on Developmental Disabilities,등재,사회과학 > 교육학 > 분야교육 > 특수교육,1997,연4회,"한국어,영어",한국발달장애학회,The Korean Association On Developmental Disabilities,,학회
,12291412,조형디자인연구,The Journal of the Korea Society of Art&Design,등재,예술체육학 > 미술 > 응용미술 > 공예,1997,연4회,"한국어,영어",사단법인 한국조형디자인협회,The Korea Association of Art&Design,,학회
,12292869,홍보학연구,Journal of Public Relations,등재,사회과학 > 신문방송학,1997,연6회,"한국어,영어",한국PR학회,Korean Academic Society For Public Relations,,학회
,12267627,한국문예비평연구,,등재,인문학 > 한국어와문학,1997,연4회,"한국어,한국어",한국현대문예비평학회,The Society Of Korean Modern Literrary Criticism,,학회
22879927,12266914,초등수학교육,Education of Primary School Mathematics,등재,사회과학 > 교육학 > 교과교육학 > 수학교육학,1997,연4회,한국어,한국수학교육학회,,,학회
22881247,12264768,산업식품공학,Food Engineering Progress,등재,농수해양학 > 식품과학,1997,연4회,"한국어,영어",한국산업식품공학회,Korean Society for Food Engineering,,학회
,1229697X,프랑스 문화 연구,ASSOCIATION CULTURELLE FRANC0-COREENNE,등재,인문학 > 프랑스어와문학 > 프랑스어학 > 프랑스문화학,1997,연4회,"한국어,프랑스어",한국프랑스문화학회,Association Culturelle Franco-Coreenne,,학회
,12267430,언어와 정보,LANGUAGE AND INFORMATION,등재,인문학 > 언어학,1997,연3회,"한국어,영어",한국언어정보학회,,,학회
,15982459,경영과 정보연구,Management & Information Systems Review,등재,사회과학 > 경영학,1997,연4회,"한국어,영어",대한경영정보학회,Daehan Academy Of Management Information Systems,,학회
,17387051,중국법연구,Chinese Law Review,등재,사회과학 > 법학 > 법학일반 > 비교법학,1997,연4회,"한국어,중국어",한중법학회,The Korea-China Society of Law,,학회
23838442,12261769,Journal of Genetic Medicine,Journal of Genetic Medicine,등재,의약학 > 의학일반,1997,연2회,한국어,대한의학유전학회,The Korean Society of Medical Genetics and Genomics ,,학회
,12266329,노인정신의학,Journal of Korean Geriatirc Psychiatry,등재,의약학 > 정신과학 > 정신행동과학 > 노인정신의학,1997,연2회,한국어,대한노인정신의학회,Korean Association For Geriatric Psychiatry,,학회
20933827,12264512,The Korean Journal of Physiology & Pharmacology,The Korean Journal of Physiology & Pharmacology,등재,의약학 > 약리학,1997,연6회,한국어,대한약리학회,The Korean Society Of Pharmacology,,학회
,1226654X,질서경제저널,Ordo Economics Journal,등재,사회과학 > 경제학 > 기타경제학,1997,연4회,"한국어,영어",한국질서경제학회,Korea Ordo Economics Association,,학회
,12266531,Journal of the Korean Magnetic Resonance Society,Journal of the Korean Magnetic Resonance Society,등재,자연과학 > 화학,1997,연4회,영어,한국자기공명학회,Korean Magnetic Resonance Society,,학회
,12264997,Korea Business Review,Korea Business Review,등재,사회과학 > 경영학 > 경영학일반 > 경영교육,1997,연4회,"한국어,한국어",한국경영학회,Korean Academic Society Of Business Administration,,학회
,12298107,멀티미디어 언어교육,Multimedia-Assisted Language Learning,등재,인문학 > 영어와문학,1997,연4회,"한국어,영어",한국멀티미디어언어교육학회,Korea Association of Multimedia-Assisted Language Learning,,학회
,12269433,Journal of the Korean Society for Industrial and Applied Mathematics,Journal of the Korean Society for Industrial and Applied Mathematics,우수등재,자연과학 > 수학,1997,연4회,"한국어,한국어",한국산업응용수학회,The Korean Society for Industrial and Applied Mathematics,,학회
27138437,27138429,동력시스템공학회지,Journal of Power System Engineering,등재,공학 > 기타공학,1997,연6회,"한국어,한국어",한국동력기계공학회,The Korean Society For Power System Engineering,,학회
,15987256,한국기독교와 역사,Christianity and History in Korea,등재,인문학 > 기독교신학 > 교회사,1997,연2회,"한국어,영어",한국기독교역사학회,The Society of the History of Christianity in Korea,,학회
,1738155X,연극교육연구,Journal of Korean Theatre Education,등재,예술체육학 > 연극 > 연극일반 > 연극교육,1997,연2회,"한국어,한국어",한국연극교육학회,Korean Theatre Education Association,,학회
22336834,,Physical Activity and Nutrition,Physical Activity and Nutrition,등재,예술체육학 > 체육 > 운동영양학,1997,연4회,"영어,영어",한국운동영양학회,Korean Society For Exercise Nutrition,,학회
,12295957,양명학,YANG-MING STUDIES,등재,인문학 > 철학,1997,연4회,"한국어,중국어",한국양명학회,The Korean Society Of Yang-Ming Studies,,학회
,12265519,한국산림휴양학회지,The Journal of Korean institute of Forest Recreation,등재,농수해양학 > 임학 > 산림생태/휴양,1997,연4회,"한국어,영어",한국산림휴양복지학회,Korean Institute of Forest Recreation and Welfare,,학회
27136922,12268402,한국가스학회지,Journal of The Korean Institute of Gas,등재,공학 > 자원공학,1997,연6회,"한국어,영어",한국가스학회,,,학회
2384440X,12264652,한국모자보건학회지,JOURNAL OF THE KOREAN SOCIETY OF MATERNAL AND CHILD HEALTH,등재,의약학 > 예방의학,1997,연4회,"한국어,한국어",한국모자보건학회,The Korean Society Of Maternal And Child Health,,학회
,1738009X,만화애니메이션연구,Cartoon & Animation Studies,등재,예술체육학 > 예술일반,1997,연4회,"한국어,영어",한국만화애니메이션학회,Korean Society of Cartoon and Animation Studies,,학회
22346856,20936966,Journal of Pharmacopuncture,Journal of Pharmacopuncture,등재,의약학 > 한의학,1997,연4회,영어,대한약침학회,Korean Pharmacopuncture Institute,,학회
,15989801,민사법의 이론과 실무,,등재,사회과학 > 법학 > 사법 > 민법,1997,연3회,"한국어,한국어",민사법의 이론과 실무학회,The Association of Theory and Practice of  Private Law,,학회
,19768745,산업디자인학연구,JOURNAL OF INDUSTRIAL DESIGN STUDIES,등재,예술체육학 > 디자인 > 산업디자인 > 제품/제품정보디자인,1997,연4회,"한국어,영어",한국인더스트리얼디자인학회,,,학회
,12292249,영미문학교육,The Journal of Teaching English Literature,등재,인문학 > 영어와문학,1997,연3회,"한국어,영어",한국영미문학교육학회,The Korean Society For Teaching English Literature,,학회
,12299294,홀리스틱융합교육연구,Journal of Holistic Convergence Education,등재,사회과학 > 교육학 > 교육학일반 > 교육철학/사상,1997,연4회,"한국어,한국어",한국홀리스틱융합교육학회,The Korean Society for Holistic Convergence Education ,,학회
,12265713,아동과 권리,Journal of Korean Council for Children & Rights,등재,사회과학 > 교육학,1997,연4회,"한국어,영어",한국아동권리학회,Korean Council For Children'S  Rights,,학회
22876979,22346937,한국구조물진단유지관리공학회 논문집,Journal of The Korea Institute for Structural Maintenance and Inspection,등재,공학 > 안전공학,1997,연6회,"한국어,영어",한국구조물진단유지관리공학회,The Korea Institute For Structural Maintenance and Inspection,,학회
27139360,12267066,대한예방한의학회지,Society of Preventive Korean Medicine,등재,의약학 > 한의학,1997,연3회,"한국어,영어",대한예방한의학회,Society of Preventive Korean Medicine,,학회
,12267597,한국부패학회보,Korean Corruption Studies Review,등재,사회과학 > 행정학,1997,연4회,"한국어,영어",한국부패학회,Korean Association For Corruption Studies,,학회
,12291099,한국개혁신학,Korea Reformed Theology,등재,인문학 > 기독교신학 > 기타기독교신학,1997,연4회,"한국어,영어",한국개혁신학회,Korea Reformed Theology Society,,학회
,17388295,현대미술학 논문집,Journal of Contemporary Art Studies,등재,예술체육학 > 예술일반,1997,연2회,"한국어,한국어",현대미술학회,Society Of Contemporary Art Science,,학회
2733970X,12268437,전략경영연구,Journal of Strategic Management,등재,사회과학 > 경영학,1997,연3회,"한국어,영어",한국전략경영학회,Korean Strategic Management Society,,학회
27339785,15985016,컴퓨터교육학회 논문지,The Journal of Korean Association of Computer Education,등재,사회과학 > 교육학,1997,연6회,"한국어,영어",한국컴퓨터교육학회,The Korean Association Of Computer Education,,학회
24659541,24659525,발생과 생식,DEVELOPMENT & REPRODUCTION,등재,자연과학 > 생물학,1997,연4회,"한국어,영어",한국발생생물학회,The Korea Society Of Developmental Biology,,학회
,15986497,한국디자인문화학회지,Journal of the Korean Society of Design Culture,등재,예술체육학 > 디자인,1997,연4회,"한국어,영어",한국디자인문화학회,The Korean Society Of Design Culture,,학회
27137619,15986403,한국가족복지학,Korean Journal of Family Social Work,등재,사회과학 > 사회복지학,1997,연4회,"한국어,한국어",한국가족사회복지학회,THE KOREAN ACADEMY OF FAMILY SOCIAL WORK,,학회
,12267678,놀이치료연구,THE JOURNAL OF PLAY THERAPY,등재,사회과학 > 심리과학 > 상담심리/심리치료,1997,연3회,"한국어,한국어",한국아동심리재활학회,,,학회
22881867,12293350,패션 비즈니스,Journal of Fashion Business,등재,자연과학 > 생활과학,1997,연6회,"한국어,영어",한국패션비즈니스학회,,,학회
23839155,12266302,경북간호과학지,Journal of Kyungpook Nursing Science,등재후보,의약학 > 간호학,1997,연2회,"한국어,영어",간호과학연구소,"The Institute of Nursing Science, Kyungpook National University",경북대학교,대학부설연구소
,22884599,외국학연구,The Journal of Foreign Studies,등재,인문학 > 기타인문학,1997,연4회,"한국어,영어",외국학연구소,FOREIGN STUDIES INSTITUTE,중앙대학교,대학부설연구소
26718448,12264938,동서간호학연구지,Journal of East-West Nursing Reseach,등재,의약학 > 간호학 > 기타간호학,1997,연2회,"한국어,영어",동서간호학연구소,"East-West Nursing Research Institute, Kyung Hee University",경희대학교,대학부설연구소
21512485,19768354,Animal Cells and Systems,Animal Cells and Systems,등재,자연과학 > 생물학,1997,연6회,"영어,영어",한국통합생물학회,The Korean Society for Integrative Biology,,학회
15987477,12264806,Geosciences Journal,Geosciences Journal,등재,자연과학 > 지질학,1997,연6회,영어,한국지질과학협의회,The Korea Association Of  Geoscience Societies,,학회
,15988554,통일연구,KOREAN UNIFICATION STUDIES,등재,사회과학 > 정치외교학 > 한국정치 > 북한정치/통일,1997,연2회,"한국어,영어",통일연구원,YONSEI INSTITUTE FOR NORTH KOREAN STUDIES,연세대학교,대학부설연구소
20936931,1598186X,International Neurourology Journal,International Neurourology Journal,등재,의약학 > 비뇨기과학 > 신경비뇨기과학,1997,연4회,"영어,영어",대한배뇨장애요실금학회,Korean Continence Society,,학회
24658448,1598737X,日本學硏究,The Journal of Japanese Studies,등재,인문학 > 일본어와문학,1997,연3회,"한국어,일본어",일본연구소,The Center for Japanese Studies,단국대학교,대학부설연구소
27139662,17380391,한국가족자원경영학회지,Journal of Family Resource Management,등재,복합학 > 학제간연구,1997,연4회,"한국어,영어",한국가족자원경영학회,,,학회
21616779,12265934,도시과학국제저널,International Journal of Urban Sciences,등재,복합학 > 학제간연구,1997,연4회,영어,도시과학연구원,Institute of Urban Sciences,서울시립대학교,대학부설연구소
,12265810,국제지역연구,Journal of International Area Studies,등재,사회과학 > 지역학,1997,연4회,"한국어,영어",국제지역연구센터,Center for International Area Studies,한국외국어대학교,대학부설연구소
,12266000,국제지역연구,International Area Studies Review,등재,사회과학 > 경제학,1997,연4회,"한국어,영어",국제지역학회,,,학회
27139093,1226847X,연세의사학,Yonsei Journal of Medical History,등재,인문학 > 역사학 > 기타역사학,1997,연2회,"한국어,영어",의학사연구소,Institute for History of Medicine,연세대학교,대학부설연구소
,17383056,행정법연구,Administrative Law Journal,등재,사회과학 > 법학,1997,연4회,"한국어,한국어",행정법이론실무학회,Korea Administrative Law And Practice Association(약칭 KALPA),,학회
26718324,19753217,교과교육학연구,Journal of Research in Curriculum Instruction,등재,사회과학 > 교육학 > 교과교육학,1997,연6회,"한국어,영어",교과교육연구소,Research Institute of Curriculum & Instruction,이화여자대학교,대학부설연구소
25084909,25084798,Annals of geriatric medicine and research,Annals of geriatric medicine and research,등재,의약학 > 가정의학 > 기타가정의학,1997,연4회,"영어,영어",대한노인병학회,The korean geriatrics society,,학회
25862480,12265926,성경원문연구,Journal of Biblical Text Research,등재,인문학 > 기독교신학,1997,연2회,"한국어,영어",(재)대한성서공회 성경원문연구소,The Institute for Biblical Text Research of the Korean Bible Society ,,일반기관
,2092528X,관광경영연구,Journal of Tourism Management Research,등재,사회과학 > 관광학 > 관광사업/레져사업,1997,연7회,"한국어,영어",관광경영학회,Tourism Management Research Organization,,학회
27138194,1229487X,문학교육학,,등재,인문학 > 한국어와문학,1997,연4회,"한국어,한국어",한국문학교육학회,The Korean Society Of Literary Education,,학회
25084259,19758251,언어학 연구,Studies in Linguistics,등재,인문학 > 언어학 > 기타언어학,1997,연4회,"한국어,영어",한국중원언어학회,The Joongwon Linguistic Society of Korea,,학회
27140644,26714299,시큐리티연구,Korean Security Journal,등재,사회과학 > 행정학 > 기타행정학,1997,연4회,"한국어,한국어",한국경호경비학회,Korean Security Science Association,,학회
,12290378,지명학,Journal of the Place Name Society of Korea,등재,인문학 > 한국어와문학,1997,연2회,"한국어,영어",한국지명학회,place name socity of korea,,학회
,12268240,Asian International Studies Review,,등재,사회과학 > 사회과학일반,1997,연2회,한국어,국제지역연구소,Institute for International and Area Studies,이화여자대학교,대학부설연구소
27138488,15985733,사이버커뮤니케이션학보,Journal of Cybercommunication Academic Society,등재,사회과학 > 사회과학일반,1997,연4회,"한국어,영어",사이버커뮤니케이션학회,Cybercommunication Academic Society,,학회
25081667,25081640,East Asian Economic Review,East Asian Economic Review,등재,사회과학 > 경제학,1997,연4회,영어,대외경제정책연구원,Korea Institute for International Economic Policy (KIEP),,일반기관
27136515,12298484,교육과학연구,,등재,사회과학 > 교육학,1997,연4회,한국어,교육과학연구소,"Educational Research Institute, College of Edcation, Ewha Womans University",이화여자대학교,대학부설연구소
27138372,19756321,통번역학연구,Interpreting and Translation Studies,등재,인문학 > 통역번역학,1997,연4회,"한국어,영어",통번역연구소,Interpreting and Translation Research Institute,한국외국어대학교,대학부설연구소
27135357,1598964X,한국비교정부학보,Korean Comparative Government Review,등재,사회과학 > 행정학,1997,연4회,"한국어,영어",한국비교정부학회,The Korean Association For Comparative Government,,학회
,12267031,International Area Studies Review,,등재,사회과학 > 지역학,1997,연4회,영어,국제지역연구센터,Center for International Area Studies,한국외국어대학교,대학부설연구소
27136329,12268135,영국연구,The Korean Journal of British Studies,등재,인문학 > 역사학,1997,연2회,"한국어,한국어",영국사학회,,,학회
27136345,12268100,중국어문논역총간,中國語文論譯叢刊,등재,인문학 > 중국어와문학,1997,연2회,"한국어,중국어",중국어문논역학회,"The Association Of Chinese Language, Literature And Translation In Korea",,학회
,12297690,이화음악논집,journal of Ewha Music Research Institute,등재,예술체육학 > 음악학 > 기타음악학,1997,연4회,"한국어,영어",음악연구소,Ewha Music Research Institute,이화여자대학교,대학부설연구소
19763808,12267988,KSCE Journal of Civil Engineering,KSCE Journal of Civil Engineering,등재,공학 > 토목공학,1997,연12회,영어,대한토목학회,,,학회
,17380189,북한법연구,STUDIES ON NORTH KOREAN LAW,등재후보,사회과학 > 법학 > 분야별법 > 통일관계법,1997,연2회,"한국어,한국어",통일과북한법학회,Korea Society of Unification & North Korean Law Studies,,학회
,19758987,사회과학연구논총 ,Ewha Journal of Social Sciences,등재,사회과학 > 사회과학일반,1997,연2회,"한국어,영어",이화사회과학원,Ewha Institute of Social Sciences(EISS),이화여자대학교,대학부설연구소
20557124,12264601,생체재료학회지,Biomaterials Research,등재,공학 > 의공학,1997,연4회,"영어,영어",한국생체재료학회,The Korean Society For Biomaterials,,학회
22345248,2234778X,Journal of Minimally Invasive Surgery,Journal of Minimally Invasive Surgery,등재후보,의약학 > 일반외과학 > 소화기외과 > 복강경,1998,연4회,영어,대한내시경복강경외과학회,Korean Society of Endoscopic & Laparoscopic Surgeons,,학회
2288081X,22880089,한국해양환경에너지학회지,,우수등재,농수해양학 > 수산학 > 기타수산학,1998,연4회,"한국어,영어",한국해양환경·에너지학회,The Korean Society for Marine Environment & Energy,,학회
,12292796,민족연구,Minjok Yeonku,등재,사회과학 > 기타사회과학,1998,연2회,"한국어,중국어",사단법인 한국민족연구원,Korea Research Center of Ethnology,,일반기관
,1598396X,기업교육과인재연구,Journal of Corporate Education and Talent Research,등재,사회과학 > 교육학,1998,연4회,"한국어,영어",한국기업교육학회,Korean society for learning and performance,,학회
2383613x,12268593,감성과학,Science of Emotion & Sensibility,등재,복합학 > 감성과학,1998,연4회,"한국어,영어",한국감성과학회,The Korean Society For Emotion & Sensibility,,학회
,12293911,교육인류학연구,The Journal of Anthropology of Education,등재,사회과학 > 교육학,1998,연4회,"한국어,영어",한국교육인류학회,The Korean Society For The Study Of Anthropology Of Education,,학회
,15983269,19세기 영어권 문학,Nineteenth Century Literature in English,등재,인문학 > 영어와문학,1998,연2회,"한국어,영어",19세기영어권문학회,The Korean Society Of Nineteenth Century Literature In English,,학회
,12293075,Andragogy Today: Interdisciplinary Journal of Adult & Continuing Education (IJACE),Andragogy Today: Interdisciplinary Journal of Adult & Continuing Education (IJACE),등재,사회과학 > 교육학 > 분야교육,1998,연4회,"한국어,영어",한국성인교육학회,The Adult & Continuing Education Of Korea,,학회
2671728X,12291544,교육과정평가연구,The Journal of Curriculum and Evaluation,등재,사회과학 > 교육학,1998,연4회,"한국어,영어",한국교육과정평가원,Korea Institute for Curriculum and Evaluation,,일반기관
24658286,,한국경제연구,Journal of Korean Economy Studies,등재,사회과학 > 경제학,1998,연4회,"한국어,한국어",한국경제연구학회,Association Of Korean Economic Studies,,학회
,12299286,지방사와 지방문화,Journal of Local History and Culture,등재,인문학 > 역사학,1998,연2회,"한국어,한국어",역사문화학회,Korean Society For Local History And Culture,,학회
27340600,12291838,외식경영연구,Journal of Foodservice Management,등재,사회과학 > 관광학,1998,연6회,"한국어,영어",한국외식경영학회,The Foodservice Management Society Of Korea,,학회
25862359,12290734,대한구순구개열학회지,Korean Journal of cleft lip and palate,등재후보,의약학 > 성형외과학 > 두개악안면성형외과 > 구순열/구개파열,1998,연2회,"한국어,영어",대한구순구개열학회,Korean Cleft Lip and Palate Association,,학회
,12290750,대동철학,Journal of the Daedong Philosophical Association,등재,인문학 > 철학,1998,연4회,"한국어,한국어",대동철학회,The Daedong Philosophical Association,,학회
27134350,12290890,한국학교수학회논문집,Journal of the Korean School Mathematics,등재,사회과학 > 교육학,1998,연4회,"한국어,영어",한국학교수학회,The Korean School Mathematics Society,,학회
,12268445,법철학연구,Korean Journal of Legal Philosophy,등재,사회과학 > 법학,1998,연3회,"한국어,영어",한국법철학회,Korean Association Of Legal Philosophy,,학회
,12266116,"Wind and Structures, An International Journal","Wind and Structures, An International Journal",등재,공학 > 토목공학,1998,연6회,"영어,영어",한국풍공학회,,,학회
,12267686,민사소송,CIVIL PROCEDURE,등재,사회과학 > 법학,1998,연3회,"한국어,한국어",한국민사소송법학회,Korean Association Of The Law Of Civil Procedure,,학회
2671938X,13458353,Journal of Pan-Pacific Association of Applied Linguistics,Journal of Pan-Pacific Association of Applied Linguistics,등재,인문학 > 언어학,1998,연2회,영어,범태평양 응용언어학회,Pan-Pacific association of Applied Linguistics,,학회
,15987493,논리연구,Korean Journal of Logic,등재,인문학 > 철학,1998,연3회,"한국어,영어",한국논리학회,Korean Association For Logic,,학회
26721139,26720175,환경분석과 독성보건,"JOURNAL OF ENVIRONMENTAL ANALYSIS, HEALTH AND TOXICOLOGY",등재,자연과학 > 화학 > 분석화학 > 환경분석화학,1998,연4회,"한국어,영어",한국환경분석학회,The Korean Society For Environmental Analysis,,학회
26719436,26719398,국제정치연구,THE JOURNAL OF INTERNATIONAL RELATIONS,등재,사회과학 > 정치외교학,1998,연4회,"한국어,영어",동아시아국제정치학회,The East Asian Association Of International Studies (Eaais),,학회
,1226900X,무용예술학연구,The Korean Journal of Dance Studies,등재,예술체육학 > 무용,1998,연4회,"한국어,영어",한국무용예술학회,The Korean Society for Dance Studies,,학회
27139115,12268968,한국경제지리학회지,Journal of the Economic Geographical Society of Korea,등재,사회과학 > 지리학,1998,연4회,"한국어,영어",한국경제지리학회,The Economic Geographical Society Of Korea,,학회
,12295973,가족과 문화,Family and Culture,등재,사회과학 > 사회과학일반,1998,연4회,"한국어,한국어",한국가족학회,The Korean Family Studies Association,,학회
,12292745,동서비교문학저널,The Journal of East-West Comparative Literature,등재,인문학 > 문학,1998,연4회,"한국어,영어",한국동서비교문학학회,The Korean Society Of East-West Comparative Literature,,학회
,12298255,정치·정보연구,THE JOURNAL OF POLITICAL SCIENCE & COMMUNICATION,등재,사회과학 > 정치외교학,1998,연3회,"한국어,한국어",한국정치정보학회,THE ASSOCIATION OF KOREAN POLITICAL SCIENCE AND COMMUNICATION,,학회
27335011,12293032,한국환경복원기술학회지,Journal of the Korea Society of Environmental Restoration Technology,등재,농수해양학 > 임학,1998,연6회,"한국어,영어",한국환경복원기술학회,The Korea Society of Environmental Restoration Technology,,학회
22876189,12291285,한국호스피스완화의료학회지,The Korean Journal of Hospice and Palliative Care,등재,의약학 > 방사선과학,1998,연4회,"한국어,영어",한국호스피스완화의료학회,Korean Society For Hospice And Palliative Care,,학회
27340201,15983757,한국언론정보학보,Korean Journal of Communication & Information,등재,사회과학 > 신문방송학,1998,연6회,"한국어,영어",한국언론정보학회,,,학회
,12269492,한국도시지리학회지,Journal of the Korean Urban Geographical Society,등재,사회과학 > 지리학,1998,연3회,"한국어,영어",한국도시지리학회,,,학회
20058276,19759479,Journal of Crop Science and Biotechnology,Journal of Crop Science and Biotechnology,등재,농수해양학 > 농학,1998,연5회,"영어,영어",한국작물학회,Korean Society Of Crop Science,,학회
27339351,12290076,The Review of Korean Studies,The Review of Korean Studies,등재,인문학 > 한국어와문학,1998,연2회,"영어,영어",한국학중앙연구원,The Academy of Korean Studies,한국학중앙연구원,대학부설연구소
22348840,22348646,"Pediatric Gastroenterology, Hepatology & Nutrition","Pediatric Gastroenterology, Hepatology & Nutrition",등재,의약학 > 소아과학,1998,연6회,영어,대한소아소화기영양학회,"The Korean Society of Pediatric Gastroenterology, Hepatology and Nutrition",,학회
,1975521X,漢文古典硏究,Journal of Korean Classical Chinese Literature,등재,인문학 > 한국어와문학,1998,연2회,"한국어,한국어",한국한문고전학회,The Classical Chinese Literature Association of Korea,,학회
22889000,12291935,전기화학회지,Journal of the Korean Electrochemical So,등재,자연과학 > 화학,1998,연4회,"한국어,영어",한국전기화학회,The Korean Electrochemical Society,,학회
,12269344,대한 견주관절 학회지,Clinics in Shoulder and Elbow,등재,의약학 > 정형외과학,1998,연4회,영어,대한견주관절학회,Korean Shoulder And Elbow Society,,학회
,12297771,멀티미디어학회논문지,JOURNAL OF KOREA MULTIMEDIA SOCIETY,등재,공학 > 전자/정보통신공학,1998,연12회,"한국어,영어",한국멀티미디어학회,,,학회
,12290386,소비문화연구,Journal of Consumption Culture,등재,사회과학 > 사회과학일반 > 기타사회과학일반,1998,연4회,"한국어,한국어",한국소비문화학회,,,학회
,12291846,정토학연구(淨土學硏究),Journal of The Pure Land Buddhism Studies,등재,인문학 > 불교학 > 정토학,1998,연2회,"한국어,영어",한국정토학회,The Korean Society Of Pure Land Buddhism,,학회
,1598754X,과학철학,KOREAN JOURNAL FOR THE PHILOSOPHY OF SCIENCE,등재,인문학 > 철학,1998,연3회,"한국어,영어",한국과학철학회,The Korean Society For The Philosophy Of Science,,학회
23840145,23840137,유통경영학회지,Journal of Distribution and Management Research,등재,사회과학 > 무역학,1998,연6회,"한국어,영어",한국유통경영학회,Korea Research Academy of Distribution and Management,,학회
26718123,15981649,노인복지연구,Korean Journal of Gerontological Social Welfare,등재,사회과학 > 사회복지학,1998,연4회,"한국어,한국어",한국노인복지학회 ,Korean Society of Gerontological Social Welfare,,학회
,1229134X,한국지역정보화학회지,JOURNAL OF KOREAN ASSOCIATION FOR REGIONAL INFORMATION SOCIETY,등재,사회과학 > 사회과학일반 > 사회과학정보,1998,연4회,"한국어,영어",한국지역정보화학회,The Korean Association For Regional Information Society,,학회
,1598821X,현대중국연구,The Journal of Modern China Studies,등재,사회과학 > 지역학 > 동아시아 > 중국,1998,연4회,"한국어,한국어",현대중국학회,Korean Association Of Contemporary Chinese Studies(Kaccs),,학회
22876952,12269719,한국지리정보학회지,Journal of the Korean Association of Geographic Information Studies,등재,공학 > 기타공학,1998,연4회,"한국어,영어",한국지리정보학회,,,학회
,15986713,문화경제연구,Review of Culture and Economy ,등재,복합학 > 학제간연구,1998,연3회,"한국어,영어",한국문화경제학회,Korea Association Of Cultural Economics ,,학회
27138666,15982912,기술혁신학회지,Journal of Korea Technology Innovation Society,등재,복합학 > 기술정책,1998,연6회,"한국어,영어",한국기술혁신학회,,,학회
,12268380,전문경영인연구,Journal of CEO and Management Studies,등재,사회과학 > 경영학 > 경영학일반 > 경영교육,1998,연4회,"한국어,영어",한국전문경영인학회,,,학회
,15989224,서양음악학,Journal of the Musicological Society of Korea,등재,예술체육학 > 음악학,1998,연2회,"한국어,영어",한국서양음악학회,The Musicological Society Of Korea,,학회
,1738818X,한국문화공간건축학회논문집,JOURNAL OF THE KOREAN INSTITUTE OF CULTURE ARCHITECTURE,등재,예술체육학 > 기타예술체육,1998,연4회,한국어,한국문화공간건축학회,,,학회
,12294314,노동법논총,The Journal of Labor Law,등재,사회과학 > 법학 > 분야별법 > 노동법,1998,연3회,"한국어,일본어",한국비교노동법학회,The Korea Society Of Comparative Labor Law,,학회
,12291234,사회사상과 문화,Jonrnal of Social Thoughts and Culture,등재,사회과학 > 사회학,1998,연4회,"한국어,한국어",동양사회사상학회,Association Of East Asian Social Thoughts,,학회
23840153,12290858,한국놀이치료학회지,Korean Journal of Play Therapy,등재,의약학 > 정신과학 > 정신치료학 > 놀이치료,1998,연4회,"한국어,영어",한국놀이치료학회,  Korean Association For Play Therapy,,학회
,19751567,학교사회복지,Journal of School Social Work,등재,사회과학 > 사회복지학,1998,연4회,"한국어,영어",한국학교사회복지학회,The Korean Society Of School Social Work,,학회
,15981967,청람어문교육,Journal of CheongRam Korean Language Education,등재,인문학 > 한국어와문학 > 국어교육,1998,연6회,"한국어,한국어",청람어문교육학회,Cheongram Korean Language Education Association,,학회
,15987868,아시아마케팅저널,Asia Marketing Journal ,등재,사회과학 > 경영학,1998,연4회,"한국어,영어",한국마케팅학회,Korean Marketing Association,,학회
,12293512,현대사진영상학회 논문집,The Society of Modern Photography & Video,등재,예술체육학 > 사진,1998,연3회,"한국어,한국어",현대사진영상학회,The Society Of Modern Photography & Video,,학회
22343598,20058284,한국의료윤리학회지,Korean Journal of Medical Ethics ,등재,의약학 > 의학일반,1998,연4회,한국어,한국의료윤리학회,The Korean Society For Medical Ethics,,학회
,15981118,담론201,Discourse 201,등재,사회과학 > 사회학,1998,연3회,"한국어,영어",한국사회역사학회,Korean Association Of Socio-Historical Studies,,학회
25087681,25087673,인간식물환경학회지,"Journal of People, Plants, and Environment",등재,자연과학 > 자연과학일반,1998,연6회,영어,인간식물환경학회,"Society For People, Plants, And Environment",,학회
22871543,,KNOM Review,KNOM Review,등재,공학 > 컴퓨터학 > 정보통신 > 통신망구조및관리,1998,연2회,"한국어,영어",한국통신학회,,,학회
22882235,17386225,한국철도학회논문집,JOURNAL OF THE KOREAN SOCIETY FOR RAILWAY,등재,공학 > 교통공학,1998,연12회,"한국어,영어",한국철도학회,The Korean Society For Railway,,학회
18767790,12268615,Journal of Asia-Pacific Entomology,Journal of Asia-Pacific Entomology,등재,농수해양학 > 농학 > 농생물 > 기타농생물,1998,연4회,"한국어,영어",한국응용곤충학회,Korean Society Of Applied Entomology,,학회
