국제표준연속 간행물번호(전자식),국제표준연속 간행물번호(종이식),학술지명(국문),학술지명(외국어),등재 구분,학술지 연구분야,창간년도,발행간기,사용언어,발행기관명(국문),발행기관명(영문),부설연구소 소속 대학,기관 구분
,20053207,서비스마케팅저널,Services Marketing Journal,등재,사회과학 > 신문방송학 > 광고/홍보학 > 서비스마케팅,2008,연2회,"한국어,영어",서비스마케팅학회,Service Marketing Association,,학회
24661899,23843799, International Journal of Thyroidology, International Journal of Thyroidology,등재,의약학 > 의학일반,2008,연2회,"한국어,영어",대한갑상선학회,Korean Thyroid Association,,학회
,20051166,코칭연구,,등재,복합학 > 감성과학 > 기타감성과학,2008,연4회,"한국어,영어",한국코칭학회,The Korean Association of Coaching,,학회
,20055382,해양관광학연구,Journal of Marine Tourism Research,등재후보,복합학 > 학제간연구,2008,연3회,"한국어,영어",한국해양관광학회,Korea Marine Tourism Society,,학회
26715244,20051468,사회적기업연구(Social Enterprise Studies),,등재,사회과학 > 경영학,2008,연3회,"한국어,영어",사단법인 사회적기업학회,Academy of Social Enterprise,,학회
,22877770,해양문화재,,등재후보,인문학 > 역사학 > 역사일반 > 문화사(역사학),2008,연1회,"한국어,영어",국립해양문화재연구소,National Institute of Maritime Cultural Heritage,,일반기관
,20054645,노동법포럼,labor law forum,등재,사회과학 > 법학,2008,연3회,한국어,노동법이론실무학회,society of laborlaw theory and profession,,학회
,20051247,집합건물법학,The Korean Aggregate Buildings Law,등재,사회과학 > 법학 > 기타법학,2008,연4회,한국어,한국집합건물법학회,Korea Institute for Condominium  Law,,학회
27138305,20052618,광고PR실학연구,Journal of Practical Research in Advertising and Public Relations,등재,사회과학 > 신문방송학 > 광고/홍보학 > 광고/홍보산업,2008,연4회,"한국어,영어",한국광고PR실학회,The Korean Advertising & PR Practitioners Society,,학회
,20056176,글로벌문화콘텐츠,Global Cultural Contents,등재,인문학 > 기타인문학,2008,연4회,"한국어,영어",글로벌 문화콘텐츠학회,Academic Association of Global Cultural Contents,,학회
,20052421,창조와 혁신,Journal of Creativity and Innovation,등재,사회과학 > 경영학,2008,연4회,"한국어,영어",피터드러커 소사이어티,Peter Drucker Society of Korea,,학회
,20052650,Financial Planning Review,,등재,사회과학 > 사회과학일반,2008,연4회,"한국어,영어",한국FP학회,korean Academic Society of Financial Planning,,학회
22890386,20055668,대한지구과학교육학회지,Journal of the Korean Society of Earth Science Education,등재,자연과학 > 지구과학,2008,연3회,"한국어,영어",대한지구과학교육학회,The Korean Society of Earth Science Education,,학회
27339742,22342532,문화예술경영학연구,Journal of Arts and Cultural Management,등재후보,사회과학 > 경영학 > 분야별경영 > 문화예술경영,2008,연2회,한국어,한국문화예술경영학회,Korean Society of Arts and Cultural Management,,학회
2508285X,24661147,한국방재안전학회논문집,Korean Society of Disaster & Security,등재후보,공학 > 공학일반 > 기타공학일반,2008,연4회,"한국어,한국어",한국방재안전학회,Korean Society of Disaster & Security,,학회
18829554,,International Journal of Fluid Machinery and Systems,International Journal of Fluid Machinery and Systems,등재,공학 > 기계공학,2008,부정기,한국어,한국유체기계학회,Korean Society for Fluid Machinery,,학회
,19769229,Journal of East Asia and International Law,Journal of East Asia and Internaional Law,등재,사회과학 > 법학,2008,연2회,"영어,프랑스어",(사) 이준국제법연구원,YIJUN Institute of International Law,,학회
23839910,19768753,뇌신경재활,Brain & NeuroRehabilitation,등재후보,의약학 > 재활의학 > 신경/근골격재활 > 중추신경계재활,2008,연3회,"영어,한국어",대한뇌신경재활학회,Korean Society for NeuroRehabilitation,,학회
,20054122,木簡과 文字,Wooden Documents and Inscriptions Studies,등재,인문학 > 기타인문학,2008,연2회,한국어,한국목간학회,The Korea Society for The Study of Wooden Documents,,학회
27136159,20058608,한국경제포럼,The Korean Economic Forum,등재후보,사회과학 > 경제학,2008,연4회,"한국어,영어",한국경제학회,The Korean Economic Association,,학회
27137651,20054742,대한치의학회 영문학회지,Journal of Korean Dental Science ,등재후보,의약학 > 치의학,2008,연2회,영어,대한치의학회,Korean Academy of Dental Sciences,,학회
,20051840,국가정보연구,Journal of National Intelligence Studies,등재,사회과학 > 정책학 > 국방/안보정책,2008,연2회,한국어,한국국가정보학회,KANIS (The Korea Assoication of National Intelligence Studies),,학회
27340236,19768362,재정학연구,Korean Journal of Public Finance,등재,사회과학 > 경제학,2008,연4회,"한국어,한국어",한국재정학회,The Korean Association Of Public Finance,,학회
22879544,2287884X,Journal of Asia-Pacific Biodiversity,Journal of Asia-Pacific Biodiversity,등재,자연과학 > 생물학,2008,연4회,영어,국립중앙과학관,National Science Museum,,일반기관
,20059000,법과인권교육연구,Journal of Human Rights & Law-related Education,등재,사회과학 > 사회과학일반,2008,연3회,"한국어,영어",한국 법과인권교육학회,Korea Human Rights & Law-related Education Association,,학회
20934939,2005940X,Journal Of Movement Disorders,,등재,의약학 > 신경과학 > 행동신경 > 파킨슨병,2008,연3회,영어,대한파킨슨병및이상운동질환학회,The Korean Movement Disorders Society,,학회
27334570,2005467X,사고와표현,Ratio et Oratio,등재,사회과학 > 교육학 > 분야교육,2008,연3회,"한국어,영어",한국사고와표현학회,The Korean Society for Thinking and Communication,,학회
,20054963,다문화교육연구,Multicultural Education Studies,등재,사회과학 > 교육학 > 교육학일반 > 비교교육학,2008,연4회,"한국어,영어",한국다문화교육학회,The Korean Association for Multicultural Education (KAME),,학회
2671678X,19768117,Muslim-Christian Encounter,Muslim-Christian Encounter,등재후보,인문학 > 기독교신학 > 선교신학,2008,연2회,"한국어,영어",한국이슬람연구소,Torch Trinity Center for Islamic Studies,횃불트리니티신학대학원대학교,대학부설연구소
24658642,19768400,한국문학과 예술,The Korean Literature and Arts,등재,복합학 > 감성과학 > 감성표현예술,2008,연4회,"한국어,영어",한국문학과예술연구소,Institute of Korean Literature and Arts,숭실대학교,대학부설연구소
20050720,19768710,Clinical and Experimental Otorhinolaryngology,Clinical and Experimental Otorhinolaryngology,등재,의약학 > 이비인후과학 > 기타이비인후과학,2008,연4회,영어,대한이비인후과학회,Korean Society of Otorhinolaryngology-Head and Neck Surgery,,학회
27141128,20050607,대중음악,Korean Journal of Popular Music,등재,예술체육학 > 음악학 > 대중/실용/영화음악,2008,연2회,한국어,한국대중음악학회,The Korean Association for the Study of Popular Music,,학회
,19769466,현대정치연구,journal of contemporary politics,등재,사회과학 > 정치외교학,2008,연3회,한국어,현대정치연구소,,서강대학교,대학부설연구소
,20054424,영상문화콘텐츠연구,The Journal of Image and Cultural Contents,등재,예술체육학 > 예술일반,2008,연3회,한국어,영상문화콘텐츠연구원,,동국대학교,대학부설연구소
,20053703,은행법연구,Korean Journal of Banking and Financial Law,등재,사회과학 > 사회과학일반,2008,연2회,"한국어,영어",은행법학회,Korea Banking and Financial Law Association,,학회
,20050372,경제규제와 법,,등재,사회과학 > 법학,2008,연2회,"한국어,영어",법학연구소,The Law Research Institute Seoul National University,서울대학교,대학부설연구소
22889302,2005081X,한국정보전자통신기술학회 논문지,"Journal of Korea Institute of Information, Electronics, and Communication Technology",등재,공학 > 전자/정보통신공학,2008,연6회,"한국어,영어",한국정보전자통신기술학회,"The Korea Institute of Information, Electronics, and Communication Technology",,학회
,20051999,국학연구론총,,등재,인문학 > 기타인문학,2008,연2회,한국어,택민국학연구원,Taekmin Korean Studies Institute,,일반기관
27338746,20051492,개념과 소통,CONCEPT AND COMMUNICATION,등재,인문학 > 역사학,2008,연2회,"한국어,영어",한림과학원,"The Hallym Academy of Sciences, Hallym University",한림대학교,대학부설연구소
,20051042,조선자연과학논문집,Journal of the Chosun Natural Science,등재,자연과학 > 자연과학일반 > 자연현상,2008,연4회,"한국어,영어",기초과학연구원,The Research Institute of Chosun Natural Science,조선대학교,대학부설연구소
,20050836,mediterranean review,,등재,사회과학 > 지역학,2008,연2회,"영어,영어",지중해지역원,상동,부산외국어대학교,대학부설연구소
,20051263,인문과학연구,,등재,인문학 > 기타인문학,2008,연4회,"한국어,영어",인문과학연구소,Institute of Human Sciences,강원대학교,대학부설연구소
,20051301,조세와 법,TAX and LAW,등재,사회과학 > 법학 > 분야별법 > 조세/세법,2008,연2회,한국어,서울시립대학교 법학연구소,Law Research Institute in University of Seoul ,서울시립대학교,대학부설연구소
26718499,20051352,글로벌정치연구,Journal of Golobal Politics,등재후보,사회과학 > 정치외교학,2008,연2회,"한국어,영어",글로벌정치연구소,Institute of Global Politics,한국외국어대학교,대학부설연구소
,20051751,한국보건기초의학회지,Korean Academy of Basic Medicine & Health Science,등재후보,의약학 > 예방의학 > 보건학,2008,연2회,"한국어,영어",한국보건기초의학회,The Korean Health & Fundamental Medical Science Society,,학회
26717700,20052553,다문화사회연구,The Journal of Multicultural Society,등재,사회과학 > 사회과학일반,2008,연3회,한국어,아시아여성연구원,Research Institute of Asian Women ,숙명여자대학교,대학부설연구소
,20053444,국제문화연구,Journal of international culture1-1,등재,인문학 > 기타인문학,2008,연2회,"한국어,영어",국제문화연구원,International Cultural Institute,조선대학교,대학부설연구소
,20052723,부동산·도시연구,Review of Real Estate and Urban Studies,등재,사회과학 > 국제/지역개발,2008,연2회,"한국어,영어",부동산도시연구원,Konkuk Reaserch Institute of Real Estate and Urban Studies,건국대학교,대학부설연구소
23839899,20926081,탈경계인문학Trans-Humanities,,등재,인문학 > 기타인문학,2008,연2회,"한국어,영어",이화인문과학원,Ewha Institute for the Humanities: EIH,이화여자대학교,대학부설연구소
,20053142,공학기술논문지,Journal of Advanced Engineering and Technology,등재,공학 > 공학일반,2008,연4회,"한국어,영어",공학기술연구원,"The Research Institute of Advanced Engineering Technology, Chosun University",조선대학교,대학부설연구소
20938152,20052901,Journal of Acupuncture & Meridian Studies,Journal of Acupuncture & Meridian Studies,등재,의약학 > 한의학,2008,연6회,영어,사단법인약침학회,Medical Association of Pharmacopuncture Institute,,학회
,20053967,노동연구,,등재후보,사회과학 > 사회학 > 산업/노동사회학,2008,연2회,"한국어,영어",노동문제연구소,Korea University Labor Education & Research Institute,고려대학교,대학부설연구소
